0.0	2138.5511726032537	13982.466330077441	11495.810449127772	19740.16113388068	19875.105389893277	24034.55985044294	21202.4611721895	26104.95199124516	27042.572215474018	10827.294368686735	9892.547229541595	16329.576266184482	13155.292094922745	15658.29848563901	15661.529666057946	17750.67597617268	20111.766786073687	23920.09923190452	17055.29599049135	21180.837555700702	8400.658891880956	15818.393049224487	6889.535454119449	7193.507726017452	1837.446169696409	4233.76304723784	6674.3352498783115	7979.69250616255	4824.790568272809	3347.9831367758234	1568.9874472897225	4056.149988472869	25633.521364682492	2212.479562395346	9347.37374527657	5776.9636294945685	10445.560255126602	6869.164460499215	7725.150620893461	14647.52302162699	5025.892441921125	3366.2766793009105	3660.55222672877	8002.843215211941	5655.755052334553	4438.51072933589	7432.255556999147	10832.269767087628	8797.36112317981	
2138.5511726032537	0.0	12154.717296508583	9499.595182931083	17747.285594910543	18110.87914040705	22133.39190941098	19409.29231974701	24461.150890985173	25079.67538994951	9077.719929170027	8527.616370299558	15395.05957143902	11946.268610940908	14193.82586149891	14512.369964216807	16277.01009901385	19078.09078831308	22580.16585126418	15178.454465646068	19719.79729144527	7728.740132758326	15518.085553498076	6893.871338190531	5519.978247240213	1897.11643201303	3265.7038835678763	5642.442518108898	9552.182975294847	6961.93432354034	5364.504348316125	2635.543726647577	5980.5658787725	24050.425388428936	4347.766919555765	11224.374354017644	6886.9372336215565	12467.998326730572	8966.728697391121	9448.254331574642	16767.491332672118	2911.7211592024687	2819.7609269428467	3909.614980546561	10140.540696823615	6489.522345885493	5896.992047201014	8458.813883473636	12078.039665336599	10495.675759543805	
13982.466330077441	12154.717296508583	0.0	3312.6426918446814	6297.682734792302	5990.676283487395	10093.67492663168	7258.562579302669	12513.5961291032	13242.304459793537	3211.2456991197196	5298.363397204948	8590.937609182034	5405.315624403019	4195.524908674194	6673.574588131664	5570.6003887382585	10504.322908700966	11837.461279464065	3122.161346129006	8619.259315390182	8674.88194482068	12505.572220565564	11183.359286240257	6823.534067678243	12381.15142486227	10117.913939050304	8325.00677268284	17636.19360048088	18273.74284475233	16188.660358055937	14787.80534415709	18034.59791710317	12272.695600680308	15877.058720163364	20282.61363182499	14526.091107299382	22215.03738964852	20670.990661845906	21601.097222473425	28158.472263822925	10312.200808228918	14116.275222370235	15565.914667446594	21419.257328013842	18268.08887431765	18036.415549504924	20281.582783237292	23987.14194305419	22650.386995778463	
11495.810449127772	9499.595182931083	3312.6426918446814	0.0	8249.3798190573	9113.219496026411	12703.900350865042	10274.85520904357	15712.722802052547	15582.94912553507	2554.146773789325	5122.051854489729	10873.852014376376	7103.268599952708	7115.511658467452	9104.068602358957	8772.683801383311	13386.129871251682	15126.436833870099	5880.849156696524	11921.030318967218	8218.684212454342	13976.7095620476	10279.6138873887	4827.006555484371	10097.274205471693	8119.686595814455	7004.731624962212	16386.36693392179	16082.03656256789	14102.184789635745	12079.627662611505	15477.27073324371	15531.93243710792	13554.077254427813	18862.358677503104	13181.524222205493	20633.771561345093	18340.125617652382	18888.71413746929	26026.266834198574	7293.684725285894	11139.348470854611	12606.034780034148	19286.585645897183	15284.155479042962	15261.853915359574	17285.926555469516	20994.120237108444	19911.70518182209	
19740.16113388068	17747.285594910543	6297.682734792302	8249.3798190573	0.0	4321.098707660549	4852.673059614359	4283.6795072412	9574.024027092955	7363.846451252793	9389.116764512995	11591.361254433496	12901.40626454022	10954.501494661037	8305.90744586391	11065.944861665184	7963.159102206892	13070.684309086673	11678.457164890378	3447.4503179960293	8844.71680625773	14954.469203976972	17565.84760522385	17480.903286530025	12821.74545466934	18291.129205258017	16171.617488411353	14570.367801495648	23929.195145059737	24265.09793553988	22235.841685310865	20314.136827705825	23726.241428137964	9940.578076853317	21771.99398085724	26561.846582708284	20804.26316976033	28468.856074783245	26568.48322092289	27105.55781591764	34202.71664533059	15415.910303764362	19239.48915100419	20705.95388774641	27453.76953777246	23335.15895047379	23464.74239242175	25306.952016878833	28993.36614271816	28116.401601761158	
19875.105389893277	18110.87914040705	5990.676283487395	9113.219496026411	4321.098707660549	0.0	4855.674057196079	1397.8673269224475	6616.58731607973	8260.880947437432	9050.928909944429	10457.323424211696	9418.454879709105	8582.422369344225	5448.792204587744	7814.929421439203	4251.83599923062	8916.489277712331	7465.387672592759	3372.8536151178537	4525.845618202926	13502.169478455055	14284.442078795806	16162.40486351817	12681.673203284916	18208.380817916503	15863.005200977013	13799.711750578388	22633.555575988885	23982.315847743987	21858.648202098237	20746.40121466678	23930.915895182483	6559.61721296833	21681.462912745323	25371.789804416316	19704.533979513973	27414.64762992349	26441.537225465505	27543.993195521	33752.1939426804	16293.451338054496	20105.779085693226	21556.459464042247	27060.768802446382	24258.253672166033	24003.467700542547	26271.476558566457	29977.535701420136	28599.90183506308	
24034.55985044294	22133.39190941098	10093.67492663168	12703.900350865042	4852.673059614359	4855.674057196079	0.0	3529.4244230166123	5703.886043316074	3406.31083820024	13302.422053552442	15059.661344938704	14078.415170659522	13428.278780579682	10304.373814876582	12596.406847880835	8969.029667230994	12855.537020328207	9609.129942169637	6985.125886724302	7865.268361894905	18231.33290447509	18969.895137361294	20875.31365279814	16912.71397617498	22467.700673935164	20209.830885504205	18317.621701783206	27367.339092461185	28366.250508072073	26275.038581872497	24745.78867195813	28073.19531571267	6487.385864836659	25965.181788059544	30086.036836814885	24374.585399953845	32096.16194340014	30762.185590865884	31567.179193055646	38235.505919992036	19986.821117952644	23831.543337671977	25299.766237169522	31503.69051148563	27963.540573821516	27954.682218069465	29954.675714532277	33656.272712998994	32599.468746624218	
21202.4611721895	19409.29231974701	7258.562579302669	10274.85520904357	4283.6795072412	1397.8673269224475	3529.4244230166123	0.0	5647.646098478124	6931.049086141101	10375.461475239697	11846.40694426286	10585.554564712822	9957.995632491109	6808.0436523055005	9069.2972487038	5448.8925561559345	9697.051961106712	7468.236574683937	4412.059831231442	4925.554682496841	14900.015042164168	15473.112828930087	17560.25867952518	14012.35931884376	19552.27633452593	17219.713475249275	15180.792779052596	24031.00906254492	25350.09180817898	23230.22445304317	22043.651077605235	25258.523944328193	5799.198134644319	23032.31010883275	26769.609648204754	21101.508586225842	28812.278456284403	27800.747331859337	28851.88358893903	35135.26977990981	17516.380417799464	21344.29306331981	22801.150786296123	28437.68198092516	25498.37739876194	25294.52549005964	27509.160732133176	31217.768244723087	29903.9686939513	
26104.95199124516	24461.150890985173	12513.5961291032	15712.722802052547	9574.024027092955	6616.58731607973	5703.886043316074	5647.646098478124	0.0	7351.317053195235	15397.460579528204	16335.676042875011	12649.281390266642	13652.065139853756	10632.845423537354	11845.42567952294	8618.975535639096	10009.689132874042	5239.80339362376	9968.62139843341	5602.476671344975	18948.537199350914	17247.089799412526	21578.72632680488	18955.44881420195	24365.60785834043	21963.074736552288	19714.13655452192	27839.72737055603	29926.77733224392	27781.824132093607	27088.30851011432	30139.06198506583	1170.0394491434351	27771.973246595393	30606.60490040959	25166.77957633322	32729.32695453229	32444.870391012955	33824.233401441	39462.61764006762	22816.39268086347	26593.586563006233	28029.22850938437	32889.81105596224	30734.149787057402	30353.580981206193	32748.523184693204	36444.12423753845	34891.837999228905	
27042.572215474018	25079.67538994951	13242.304459793537	15582.94912553507	7363.846451252793	8260.880947437432	3406.31083820024	6931.049086141101	7351.317053195235	0.0	16447.719011893765	18340.187185022944	17430.88056253281	16824.99776087915	13708.86573060503	15988.149496303678	12354.471069730891	15966.571485560582	12157.051104383616	10122.617796211904	10951.90429189837	21562.252067237838	22320.632187372426	24192.931439199325	20008.622479720212	25538.396024805552	23338.965117424406	21542.716250320213	30688.814979925515	31482.473746340806	29416.037632671403	27661.341500685827	31051.82052727722	8421.91757259301	29032.793300477733	33393.25774424908	27662.699255371765	35381.50115936153	33834.775726461565	34461.97771541103	41391.43779783022	22779.707196275787	26602.312494550944	28068.30702141867	34646.55420307461	30691.331436056917	30824.284572265493	32657.084797421903	36336.23735975597	35476.20919333052	
